,KIC,Kpmag,numax,e_numax,Delnu,e_Delnu,Teff_x,e_Teff_x,log(g),e_log(g),[Fe/H],e_[Fe/H],Dist,E_Dist,e_Dist,luminosity_berger
0,757137,9.2,29.99,0.6,3.3989999999999996,0.011000000000000001,4751,139,2.383,0.012,-0.08,0.3,570.715,8.271,8.06,82.21083923110214
1,892010,11.67,17.85,0.89,2.427,0.078,4834,151,2.161,0.023,0.21,0.3,1856.5339999999999,86.43700000000001,79.285,107.76186666674111
2,892738,11.73,7.48,0.35,1.3,0.031,4534,135,1.7690000000000001,0.022000000000000002,-0.25,0.3,2489.77,144.015,129.446,194.28859955670825
3,892760,13.23,29.48,0.48,3.9619999999999997,0.11599999999999999,5188,183,2.394,0.011000000000000001,-0.21,0.3,2894.4640000000004,115.415,107.197,60.27987500675501
4,893214,12.58,41.39,0.54,4.311,0.013000000000000001,4728,80,2.522,0.008,-0.15,0.15,2287.255,134.891,121.0,57.297299185407596
5,893233,11.44,6.15,0.12,1.176,0.018000000000000002,4207,147,1.6680000000000001,0.012,0.22,0.3,2338.395,160.196,141.296,227.9103146010831
6,1026084,12.14,41.17,0.9,4.414,0.061,5072,166,2.5340000000000003,0.013000000000000001,-0.12,0.3,2264.525,118.56299999999999,107.63,97.27205472257467
7,1026180,11.74,36.91,0.71,3.991,0.064,4718,148,2.471,0.012,-0.02,0.3,1526.517,53.486000000000004,50.117,63.643969185776086
8,1026309,10.6,16.86,0.76,1.9269999999999998,0.028999999999999998,4514,80,2.121,0.02,0.25,0.15,1501.8210000000001,49.828,46.852,178.04852099671768
9,1026326,13.26,94.86,0.65,8.83,0.019,5123,162,2.8989999999999996,0.009000000000000001,-0.41,0.3,2198.701,66.009,62.44,31.297934335090094
10,1026452,12.94,34.5,0.52,3.967,0.078,5089,154,2.458,0.01,-0.11,0.3,3225.842,236.923,207.28799999999998,86.53938447279714
11,1027110,12.1,6.62,0.19,1.1520000000000001,0.016,4190,80,1.699,0.013999999999999999,-0.27,0.15,3019.7329999999997,205.857,181.73,187.9297103746399
12,1027337,12.11,74.21,0.68,6.937,0.013999999999999999,4671,80,2.772,0.006999999999999999,0.29,0.15,1365.816,43.443999999999996,40.954,30.423284394084522
13,1027582,13.88,157.75,1.06,12.633,0.018000000000000002,5039,155,3.116,0.008,-0.1,0.3,2007.886,61.251000000000005,57.882,14.64549090190426
14,1028267,13.28,103.13,0.83,9.468,0.017,5242,183,2.94,0.009000000000000001,-0.17,0.3,1830.848,52.895,50.141999999999996,22.844572978233472
15,1160684,14.91,26.38,0.97,3.361,0.223,4128,128,2.296,0.018000000000000002,-0.09,0.3,4796.807,657.133,521.325,37.05505987028173
16,1160789,9.7,24.72,0.62,3.509,0.048,4724,80,2.2969999999999997,0.012,-0.27,0.15,707.1030000000001,13.565,13.097999999999999,62.73360075871825
17,1161447,12.61,36.18,1.55,4.125,0.057,4793,80,2.4659999999999997,0.019,0.07,0.15,2489.091,149.433,133.795,67.10998723191575
18,1161618,10.22,34.32,0.5,4.1080000000000005,0.027999999999999997,4747,80,2.441,0.009000000000000001,0.08,0.15,786.867,15.366,14.829,52.704290117691215
19,1162220,11.22,11.0,0.32,1.6680000000000001,0.021,4218,80,1.921,0.013999999999999999,0.01,0.15,1601.241,63.066,58.61600000000001,110.17020293302225
20,1162746,11.45,27.38,0.77,3.7030000000000003,0.111,4989,100,2.354,0.013999999999999999,-0.56,0.15,1301.601,43.68899999999999,41.05,50.887895920254856
21,1163114,12.72,14.24,0.44,1.8980000000000001,0.016,4311,80,2.0380000000000003,0.015,0.26,0.15,2866.512,210.90099999999998,184.428,95.64242231920161
22,1163359,12.03,21.43,0.41,2.642,0.015,4560,80,2.228,0.01,-0.37,0.15,2529.09,155.83,139.142,106.21196013376799
23,1163453,11.98,40.33,0.82,4.415,0.065,5034,159,2.524,0.012,-0.16,0.3,1855.58,86.71700000000001,79.52199999999999,70.71814243552186
24,1163621,11.79,51.32,0.71,5.013,0.033,4909,80,2.623,0.008,0.06,0.15,1825.158,86.009,78.814,73.01730308448515
25,1164301,13.93,57.93,0.41,5.959,0.021,5066,158,2.6830000000000003,0.009000000000000001,-0.13,0.3,3098.737,189.172,169.105,34.45417033169132
26,1164584,14.3,28.58,0.36,3.361,0.012,4266,80,2.338,0.008,0.1,0.15,4237.236,464.031,383.01199999999994,43.01904580173406
27,1292147,15.23,88.14,0.83,8.079,0.027000000000000003,4213,124,2.825,0.009000000000000001,-0.29,0.3,3255.614,335.836,279.678,11.520463864850125
28,1294122,11.94,75.62,0.84,7.022,0.016,4795,80,2.786,0.006999999999999999,0.03,0.15,1255.6019999999999,34.141,32.465,27.500623166420798
29,1294385,10.65,106.81,1.08,9.09,0.016,4824,80,2.938,0.006999999999999999,0.11,0.15,644.445,13.642000000000001,13.122,21.604804710915882
30,1294578,13.94,49.15,0.47,5.377000000000001,0.015,4649,80,2.593,0.006999999999999999,-0.37,0.15,3790.313,250.493,222.002,42.61375246198223
31,1294924,13.78,36.27,1.59,4.231,0.087,5191,162,2.484,0.021,-0.11,0.3,4775.62,355.531,310.741,90.71188111477898
32,1295475,12.45,40.05,0.59,4.282,0.051,4897,159,2.515,0.01,-0.08,0.3,2328.484,130.914,118.014,75.66800520745541
33,1296068,12.82,59.56,0.49,6.14,0.013000000000000001,4609,80,2.674,0.006999999999999999,0.07,0.15,1621.9879999999998,89.416,80.75,23.30311674865361
34,1296179,13.28,41.82,1.25,4.52,0.031,5250,158,2.549,0.015,-0.13,0.3,5094.317,457.555,389.963,155.9512177286123
35,1296507,12.84,126.62,2.42,10.333,0.019,4934,80,3.016,0.01,0.04,0.15,1882.5020000000002,93.961,85.65799999999999,27.36955096230366
36,1297272,13.81,31.79,1.42,4.24,0.034,4825,80,2.411,0.02,-0.35,0.15,3848.652,294.911,256.707,50.151395111337905
37,1429497,13.537,234.61,3.17,16.733,0.07,5018,80,3.2880000000000003,0.008,-0.28,0.15,1701.479,53.793,50.732,11.77481438571478
38,1429505,11.96,55.78,0.5,5.755,0.01,4685,80,2.6489999999999996,0.006999999999999999,-0.03,0.15,1184.996,38.918,36.613,27.35841138117427
39,1429629,15.19,63.33,0.79,6.263,0.013000000000000001,4261,128,2.6839999999999997,0.01,-0.46,0.3,5353.58,926.053,702.143,28.412636611284846
40,1430118,13.52,160.91,0.95,13.32,0.018000000000000002,5070,155,3.1260000000000003,0.008,-0.14,0.3,1600.8670000000002,49.42,46.67100000000001,12.771982896255402
41,1430912,12.79,32.65,0.72,3.912,0.068,4968,162,2.4290000000000003,0.013000000000000001,-0.01,0.3,2170.7039999999997,162.562,141.792,50.49789387259554
42,1430985,13.05,120.79,0.98,10.448,0.022000000000000002,4964,80,2.997,0.006999999999999999,-0.33,0.15,1680.5829999999999,50.676,47.923,19.07980587820352
43,1431059,13.12,171.02,0.86,13.67,0.018000000000000002,4829,80,3.142,0.006,0.15,0.15,1309.935,32.366,30.923000000000002,11.85661586735299
44,1431316,13.15,37.4,0.66,4.316,0.037000000000000005,5092,153,2.494,0.011000000000000001,-0.1,0.3,3674.215,215.69400000000002,193.62900000000002,91.92736556761372
45,1432587,11.55,5.38,0.3,1.07,0.013000000000000001,4443,100,1.6219999999999999,0.025,-0.23,0.15,2288.56,131.556,118.32700000000001,180.7408998157526
46,1432825,13.92,177.11,2.62,13.669,0.024,5293,168,3.177,0.01,-0.07,0.3,2357.098,93.132,86.551,19.9144377950444
47,1433132,13.62,38.74,0.64,4.361000000000001,0.018000000000000002,4689,144,2.491,0.011000000000000001,0.37,0.3,2937.365,145.91,133.106,43.194091280833426
48,1433593,11.52,69.14,0.59,6.2410000000000005,0.013000000000000001,4956,100,2.755,0.006999999999999999,0.11,0.15,1201.843,39.287,36.972,43.86359513157539
49,1433730,10.89,40.37,0.54,4.085,0.019,4767,100,2.513,0.009000000000000001,-0.06,0.15,1110.776,34.382,32.464,68.48723004034218
50,1433803,10.19,150.14,1.04,12.177999999999999,0.015,4760,80,3.083,0.006,0.28,0.15,388.86300000000006,3.975,3.905,12.205565466489068
51,1434395,12.55,24.41,1.27,3.667,0.091,5072,164,2.307,0.024,-0.13,0.3,2377.56,166.41400000000002,146.41899999999998,74.22633394659704
52,1435573,11.41,25.71,0.64,3.641,0.083,4821,100,2.319,0.012,0.1,0.15,1298.515,44.196000000000005,41.486999999999995,54.53539886882781
53,1569823,10.64,43.99,4.33,5.425,0.405,4679,163,2.546,0.044000000000000004,-0.32,0.3,642.538,11.645999999999999,11.269,28.55561527194509
54,1569842,11.09,135.02,0.65,11.767999999999999,0.018000000000000002,4808,80,3.0389999999999997,0.006,-0.26,0.15,631.256,10.217,9.923,12.868863307586146
55,1571780,10.61,49.0,1.19,4.4639999999999995,0.032,4912,80,2.603,0.012,0.26,0.15,1126.328,33.228,31.46,88.98398652164336
56,1572049,11.57,51.54,2.44,5.188,0.048,4789,80,2.62,0.021,-0.57,0.15,1418.642,49.278,46.199,44.8930497268864
57,1572175,11.86,56.04,0.67,5.369,0.012,4789,100,2.656,0.008,-0.04,0.15,1578.4389999999999,61.246,56.989,57.45408371879293
58,1572317,12.08,197.27,1.05,14.722000000000001,0.048,5333,172,3.2260000000000004,0.009000000000000001,-0.31,0.3,1082.015,59.57,53.797,20.131383195873862
59,1572780,10.27,18.15,0.54,2.638,0.087,4738,80,2.164,0.013999999999999999,-0.49,0.15,926.804,20.505,19.689,74.50054628164634
60,1573925,13.65,124.25,1.05,10.796,0.022000000000000002,5143,158,3.017,0.009000000000000001,-0.12,0.3,2326.145,82.016,76.82300000000001,22.52268746784292
61,1575886,11.4,100.8,1.28,8.077,0.036000000000000004,5016,80,2.9210000000000003,0.008,0.0,0.15,1195.038,67.038,60.431999999999995,40.61087801074097
62,1576043,12.49,5.43,0.34,0.9329999999999999,0.026000000000000002,4133,80,1.61,0.027999999999999997,0.03,0.15,3783.353,418.34,344.495,243.57009928681416
63,1576420,12.23,44.6,0.59,4.8580000000000005,0.017,4594,138,2.548,0.01,-0.37,0.3,1543.148,64.87899999999999,60.006,41.8346299702846
64,1576469,10.36,90.4,0.96,7.407,0.034,5217,100,2.8819999999999997,0.008,0.12,0.15,799.0419999999999,20.085,19.174,46.87219347775174
65,1576646,13.34,84.47,1.11,7.67,0.013000000000000001,4814,80,2.835,0.008,-0.07,0.15,2344.2929999999997,87.99700000000001,82.07799999999999,27.60974156414689
66,1577143,10.18,35.02,1.0,3.8360000000000003,0.031,4987,141,2.461,0.013999999999999999,-0.13,0.3,1028.9180000000001,33.111,31.191,93.77791450462055
67,1701763,13.92,29.36,1.01,3.577,0.044000000000000004,4800,144,2.376,0.017,-0.28,0.3,4400.819,331.17199999999997,289.022,70.87924594697569
68,1717618,11.7,120.51,1.17,9.673,0.016,4876,80,2.992,0.006999999999999999,0.08,0.15,1378.9720000000002,51.167,47.757,39.23913851001718
69,1717783,13.24,34.64,3.03,4.085,0.027000000000000003,4971,159,2.455,0.039,0.08,0.3,3026.8309999999997,181.315,162.394,63.13148021156906
70,1717994,13.78,31.48,0.49,4.143,0.064,4875,80,2.4090000000000003,0.009000000000000001,-0.44,0.15,4201.641,301.325,264.507,60.86856414833053
71,1718743,13.74,29.63,0.53,3.9739999999999998,0.034,4882,158,2.383,0.011000000000000001,-0.63,0.3,3801.152,247.146,219.454,60.73932210473947
72,1719065,13.42,10.08,0.43,1.5530000000000002,0.18600000000000003,4364,152,1.891,0.021,-0.18,0.3,5244.871,420.86400000000003,364.408,233.0810377114597
73,1719297,11.64,7.23,0.47,1.161,0.059000000000000004,4318,100,1.744,0.028999999999999998,-0.05,0.15,2413.772,167.06099999999998,147.181,212.68418794860222
74,1719422,12.92,136.07,0.8,11.315999999999999,0.017,4923,80,3.0469999999999997,0.006,-0.19,0.15,1512.4479999999999,52.73,49.424,17.466284458201493
75,1720241,12.931,212.06,2.91,15.984000000000002,0.035,4979,80,3.242,0.008,-0.12,0.15,1163.305,31.081,29.581999999999997,11.32284178597736
76,1720425,10.78,28.12,0.58,3.742,0.027999999999999997,4758,100,2.355,0.011000000000000001,-0.2,0.15,1002.7689999999999,26.881,25.58,62.108497757139304
77,1721595,13.92,156.19,1.01,13.183,0.027000000000000003,4971,154,3.109,0.008,-0.53,0.3,1910.3370000000002,67.301,63.038999999999994,12.033300794806866
78,1723191,13.57,9.51,1.27,1.466,0.122,4311,150,1.8630000000000002,0.059000000000000004,-0.22,0.3,5719.491999999999,635.901,524.678,228.0268056837713
79,1723656,12.92,30.89,0.98,3.86,0.055,4764,145,2.396,0.016,0.17,0.3,2618.627,182.813,160.903,63.96848143748606
80,1723700,13.77,40.29,0.83,4.518,0.039,4970,155,2.521,0.012,-0.2,0.3,3900.292,322.017,277.496,63.81171823779819
81,1723752,12.33,197.28,0.86,15.042,0.075,4963,80,3.21,0.006,-0.08,0.15,1016.709,27.319000000000003,25.994,12.048072939933082
82,1723843,12.23,108.0,0.77,9.41,0.023,4908,80,2.946,0.006,-0.2,0.15,1238.228,44.841,41.924,23.40707705648626
83,1725183,11.85,47.1,1.64,4.4239999999999995,0.483,5041,165,2.592,0.017,0.18,0.3,1695.023,68.979,63.958999999999996,69.50342896558745
84,1725190,9.22,98.48,1.54,7.894,0.047,5054,80,2.912,0.009000000000000001,0.0,0.15,493.89099999999996,6.479,6.33,44.08292945527926
85,1725552,10.89,8.93,0.82,1.214,0.022000000000000002,4234,100,1.831,0.040999999999999995,0.14,0.15,1869.362,73.33,68.181,209.9504700391842
86,1725626,12.23,33.53,0.89,4.0680000000000005,0.043,4678,143,2.428,0.013999999999999999,0.46,0.3,1821.618,67.793,63.266999999999996,57.67644990998115
87,1725796,13.62,41.62,0.63,4.5569999999999995,0.145,5008,161,2.536,0.011000000000000001,-0.12,0.3,3423.2529999999997,184.09599999999998,166.71900000000002,56.609522614703955
88,1725952,13.33,33.13,0.56,3.897,0.057999999999999996,4697,141,2.423,0.011000000000000001,0.15,0.3,3238.395,147.339,135.437,69.11269494539005
89,1726211,10.93,30.7,0.63,3.699,0.067,4995,100,2.404,0.011000000000000001,-0.72,0.15,1292.4489999999998,40.946999999999996,38.61,77.64957215742213
90,1726245,11.57,46.52,1.13,4.8919999999999995,0.048,4836,80,2.577,0.012,0.2,0.15,1507.79,51.918,48.702,63.86311763367553
91,1726291,12.86,149.79,0.88,12.864,0.024,4815,80,3.0839999999999996,0.006,-0.31,0.15,1187.847,29.921,28.56,11.114174098820822
92,1849462,13.76,164.74,1.09,13.222999999999999,0.023,4983,145,3.133,0.008,-0.16,0.3,2053.136,86.523,80.014,15.361923961147598
93,1849679,12.85,45.87,0.51,5.183,0.019,4945,147,2.576,0.009000000000000001,-0.69,0.3,1929.775,96.816,88.229,32.70404926716561
94,1850285,13.63,54.57,0.67,5.044,0.026000000000000002,4762,166,2.6430000000000002,0.01,0.14,0.3,4918.787,612.989,495.155,42.94895071628353
95,1864183,11.34,54.12,0.48,5.505,0.015,4632,100,2.634,0.006999999999999999,0.2,0.15,973.073,26.578000000000003,25.267,31.904146478428032
96,1864855,11.55,124.78,1.45,10.444,0.011000000000000001,5083,100,3.016,0.008,-0.05,0.15,839.163,19.102999999999998,18.320999999999998,20.10611096222689
97,1864959,8.81,40.69,0.85,4.486000000000001,0.038,4998,147,2.526,0.012,-0.11,0.3,439.67199999999997,6.0889999999999995,5.94,63.38899341900703
98,1865102,13.83,82.07,0.52,7.899,0.017,4857,147,2.825,0.008,-0.1,0.3,2206.659,84.545,78.737,18.622341231107132
99,1865262,12.47,53.41,0.44,5.571000000000001,0.012,4772,80,2.634,0.006999999999999999,-0.21,0.15,1669.455,68.069,63.104,34.114561958914365
100,1865595,11.47,12.55,0.22,1.817,0.017,4386,80,1.9869999999999999,0.01,-0.06,0.15,1742.2779999999998,85.152,77.771,105.8979246811506
101,1865744,13.91,8.97,0.32,1.3840000000000001,0.02,4187,146,1.831,0.018000000000000002,0.22,0.3,5184.552,504.235,424.76800000000003,134.93884356816378
102,1865747,10.76,63.63,0.49,6.11,0.013999999999999999,4752,80,2.7089999999999996,0.006999999999999999,0.03,0.15,771.7,14.527999999999999,14.039000000000001,32.53504464213188
103,1866137,13.39,39.2,0.79,4.328,0.040999999999999995,4803,147,2.501,0.012,-0.51,0.3,3300.366,206.785,184.331,63.8272681381287
104,1867706,11.64,105.14,0.68,8.758,0.016,4813,80,2.93,0.006,0.18,0.15,876.798,19.680999999999997,18.886,22.606593208824872
105,1868101,11.93,31.86,0.82,3.818,0.048,4633,80,2.403,0.013000000000000001,0.36,0.15,1413.872,64.40100000000001,59.185,56.42233400604129
106,1868303,12.19,41.03,0.49,4.564,0.016,4798,80,2.521,0.008,-0.29,0.15,1479.037,58.318000000000005,54.2,45.3521711559847
107,1870196,12.65,191.7,1.08,14.737,0.052000000000000005,4894,80,3.195,0.006,0.09,0.15,1026.458,29.288,27.78,9.930549124198322
108,1870433,12.687999999999999,215.81,3.19,16.108,0.023,5008,80,3.2510000000000003,0.008,0.05,0.15,1149.525,41.493,38.802,12.033152229847252
109,1870495,13.69,180.02,1.44,14.798,0.028999999999999998,4937,80,3.1689999999999996,0.006999999999999999,-0.37,0.15,1701.411,49.528,46.928999999999995,10.710085220438199
110,1870714,13.28,95.12,1.59,7.537000000000001,0.085,5106,154,2.9,0.011000000000000001,-0.01,0.3,3363.5370000000003,201.19400000000002,180.248,58.59725704537419
111,1871314,13.38,58.13,0.52,5.691,0.012,4585,80,2.662,0.006999999999999999,0.34,0.15,2520.004,94.491,88.14399999999999,36.9643025566414
112,1871465,12.12,33.55,0.68,4.048,0.037000000000000005,4780,146,2.4330000000000003,0.012,0.28,0.3,1658.971,72.837,67.138,52.872875955000836
113,1871571,13.81,182.26,1.15,14.338,0.034,4845,143,3.1710000000000003,0.008,-0.09,0.3,1577.461,40.146,38.304,9.15601440949671
114,1871631,13.66,26.58,1.03,3.6510000000000002,0.11199999999999999,4778,80,2.331,0.018000000000000002,-0.31,0.15,3613.303,227.157,202.442,58.30918362192899
115,1871927,12.84,65.85,0.59,6.417999999999999,0.013000000000000001,4674,80,2.721,0.006999999999999999,0.21,0.15,1807.3029999999999,99.70700000000001,90.04,30.639051079604855
116,1872166,11.63,77.7,0.89,6.726,0.051,4975,80,2.806,0.006999999999999999,0.15,0.15,1429.6860000000001,44.648999999999994,42.138999999999996,51.206781852084966
117,1872210,10.4,72.27,1.33,6.235,0.035,5204,166,2.784,0.011000000000000001,0.19,0.3,794.222,21.816,20.735,50.40301484557084
118,1872375,11.23,102.64,1.31,8.465,0.022000000000000002,5044,80,2.93,0.008,-0.19,0.15,1072.234,25.51,24.416999999999998,38.85785621606567
119,1872421,13.46,31.08,0.77,3.966,0.04,4795,157,2.4,0.013999999999999999,0.3,0.3,2986.202,137.372,126.155,51.51262507900045
120,1872469,13.45,56.85,0.58,5.702000000000001,0.015,4657,80,2.656,0.006999999999999999,0.17,0.15,2556.351,103.574,96.073,35.15491358903202
121,1872517,12.9,25.56,0.41,3.279,0.013999999999999999,4543,80,2.3040000000000003,0.009000000000000001,-0.29,0.15,2498.28,121.725,111.229,53.884383079927325
122,1872842,11.49,41.72,0.79,4.48,0.033,4768,138,2.5269999999999997,0.011000000000000001,-0.25,0.3,1444.99,44.306999999999995,41.858000000000004,61.078660477714536
123,1872869,13.63,31.12,0.67,3.8789999999999996,0.033,4810,146,2.401,0.012,-0.12,0.3,3524.2940000000003,204.899,184.135,59.897747532856435
124,1873198,13.23,36.62,0.58,4.195,0.013000000000000001,4857,80,2.474,0.009000000000000001,-0.37,0.15,2927.0209999999997,127.262,117.411,58.65712530135839
125,1873204,10.24,29.96,0.47,3.7119999999999997,0.013999999999999999,4743,166,2.3819999999999997,0.011000000000000001,-0.16,0.3,775.971,14.815999999999999,14.309000000000001,54.92796329071681
126,1873510,13.92,30.34,0.6,3.825,0.049,4971,80,2.398,0.01,-0.56,0.15,4835.629,435.344,370.841,73.52883848885088
127,1873898,13.24,30.25,0.86,4.031000000000001,0.036000000000000004,4817,160,2.3890000000000002,0.015,0.32,0.3,2753.558,110.74700000000001,102.788,54.55985898051997
128,1873986,13.55,137.81,1.07,11.175,0.024,4614,80,3.0389999999999997,0.006999999999999999,0.37,0.15,1865.505,58.24,54.966,15.616493040838849
129,1995358,12.61,23.69,0.61,3.2939999999999996,0.038,4824,80,2.2840000000000003,0.013000000000000001,-0.27,0.15,3056.9759999999997,330.384,272.874,90.96303142099855
130,1995522,13.88,27.76,0.7,3.862,0.094,4769,166,2.35,0.013999999999999999,-0.3,0.3,4935.083,558.601,458.965,63.855689586872955
131,1995668,12.380999999999998,224.38,1.56,16.205,0.040999999999999995,4908,139,3.264,0.008,-0.32,0.3,947.288,27.708000000000002,26.245,10.756856906884112
132,1995859,10.86,46.09,0.67,4.78,0.049,4899,80,2.576,0.008,-0.09,0.15,1122.6889999999999,47.928999999999995,44.272,58.12940631245985
133,1996078,13.0,82.66,0.81,7.757999999999999,0.016,4796,80,2.825,0.006999999999999999,-0.04,0.15,1986.401,86.406,79.704,25.738359524953687
134,1996415,13.16,125.59,1.01,10.8,0.031,4764,80,3.005,0.006999999999999999,0.2,0.15,1532.1870000000001,54.14,50.702,15.02017023982922
135,1996818,13.6,30.18,0.39,3.964,0.10800000000000001,4888,151,2.392,0.01,-0.88,0.3,3527.7940000000003,230.09799999999998,204.21,52.83285637039726
136,2010137,12.34,6.15,0.21,1.074,0.021,4114,80,1.663,0.016,0.3,0.15,3213.812,295.529,250.612,217.04008594171745
137,2010138,13.64,41.98,0.37,4.772,0.017,4997,160,2.54,0.009000000000000001,-0.83,0.3,2932.7940000000003,149.192,135.814,39.61197129214858
138,2010366,13.04,28.79,0.91,3.892,0.065,4991,155,2.376,0.016,-1.09,0.3,2924.348,138.10399999999998,126.54,58.59989443377941
139,2010702,13.75,29.43,0.64,3.991,0.179,5139,165,2.392,0.012,-0.58,0.3,4119.025,331.17900000000003,286.478,67.62437693410406
140,2010855,13.1,35.43,0.42,4.031000000000001,0.08199999999999999,5148,173,2.4730000000000003,0.01,0.01,0.3,2230.617,110.05799999999999,100.45299999999999,37.50409797561314
141,2011048,13.79,69.87,0.63,6.68,0.02,4776,153,2.7510000000000003,0.009000000000000001,0.42,0.3,2441.192,110.941,101.977,25.02368685262356
142,2011314,13.39,31.03,0.68,3.8539999999999996,0.036000000000000004,4819,146,2.401,0.012,0.11,0.3,3075.585,155.13299999999998,141.322,55.35235911348883
143,2011582,12.26,39.92,1.3,3.87,0.033,4684,80,2.504,0.015,0.03,0.3,2341.294,136.04,122.215,86.53084707272643
144,2011675,13.25,32.8,1.58,4.102,0.027000000000000003,4785,145,2.423,0.022000000000000002,-0.04,0.3,2614.3979999999997,112.089,103.525,46.07465694886492
145,2011827,13.27,29.51,0.5,3.943,0.062,4906,148,2.383,0.011000000000000001,-0.62,0.3,2934.06,140.90200000000002,128.92,53.288484742975
146,2011883,12.69,6.74,0.37,1.218,0.039,4466,135,1.7209999999999999,0.025,-0.65,0.3,4204.68,485.635,397.144,216.72051221573213
147,2011891,11.81,113.24,0.65,9.698,0.016,4714,80,2.958,0.006,0.3,0.15,837.204,19.085,18.303,14.98645443022258
148,2012065,13.75,41.85,0.5,4.772,0.013999999999999999,4872,157,2.533,0.01,-1.04,0.3,3357.5359999999996,233.075,205.333,45.691193625686665
149,2012216,13.59,89.24,0.6,8.08,0.016,4858,80,2.861,0.006,-0.14,0.15,2422.228,98.45299999999999,91.29799999999999,26.33509066576885
150,2012932,12.09,33.21,1.68,3.963,0.036000000000000004,4837,148,2.431,0.023,-0.24,0.3,1830.994,91.697,83.57700000000001,65.9268006693674
151,2013502,11.91,61.48,0.99,5.666,0.038,4930,100,2.702,0.009000000000000001,0.05,0.15,1413.256,49.108000000000004,46.038000000000004,44.909959643388596
152,2013530,12.32,40.32,0.86,4.419,0.02,4759,144,2.512,0.012,-0.28,0.3,2305.345,135.316,121.45,88.77333979246352
153,2014377,9.92,39.0,1.27,4.046,0.021,4734,137,2.496,0.016,-0.23,0.3,789.8430000000001,20.204,19.272000000000002,70.71642632617444
154,2014684,11.77,5.89,0.18,1.1179999999999999,0.017,4314,80,1.655,0.015,-0.29,0.15,2654.018,246.53400000000002,208.62900000000002,221.8663238823244
155,2015820,9.53,45.49,0.88,4.628,0.015,4831,80,2.5669999999999997,0.01,0.06,0.15,689.5989999999999,13.433,12.964,73.3017560239456
156,2016676,11.51,81.28,1.06,6.955,0.045,4978,80,2.826,0.008,0.08,0.15,1366.869,43.119,40.666,52.722863672707014
157,2016706,10.6,38.33,0.53,4.354,0.033,4801,80,2.492,0.008,0.01,0.15,987.617,24.334,23.254,62.95151806511309
158,2016978,13.14,75.77,0.53,7.207000000000001,0.019,4744,80,2.785,0.006,0.08,0.15,1941.7160000000001,55.638000000000005,52.768,25.273450970826737
159,2017541,11.15,9.5,0.33,1.439,0.021,4242,80,1.859,0.016,0.08,0.15,1648.5639999999999,79.293,72.524,139.32981661554797
160,2018007,12.68,34.33,0.63,3.931,0.051,4753,151,2.441,0.011000000000000001,0.44,0.3,2229.144,128.496,115.53299999999999,58.13625747607833
161,2018283,12.85,135.86,1.35,11.175,0.013000000000000001,4804,80,3.0410000000000004,0.006999999999999999,0.27,0.15,1286.5610000000001,43.021,40.428000000000004,14.814565850657575
162,2018392,11.77,33.92,0.55,3.795,0.013000000000000001,4908,100,2.443,0.009000000000000001,-0.12,0.15,1719.8229999999999,72.328,66.896,84.03971638780894
163,2018537,12.67,182.49,1.21,13.828,0.018000000000000002,4849,80,3.1710000000000003,0.006,0.28,0.15,1070.651,30.101,28.573,11.97123991490693
164,2018642,13.02,35.26,0.52,4.011,0.071,4735,146,2.452,0.01,0.32,0.3,2506.0820000000003,117.04299999999999,107.34899999999999,55.245231450264654
165,2018667,12.0,30.0,1.05,3.865,0.047,4784,141,2.384,0.017,-0.17,0.3,1769.484,79.369,73.03,63.73975703038451
166,2019109,13.18,30.8,1.71,3.762,0.073,4773,144,2.395,0.025,-0.11,0.3,2811.313,101.205,94.671,61.44223385445329
167,2019258,11.86,17.09,0.38,2.154,0.057999999999999996,4468,134,2.125,0.012,-0.58,0.3,2027.97,90.13799999999999,83.006,105.56934303354468
168,2019396,12.46,37.17,0.93,4.175,0.07400000000000001,4780,143,2.477,0.013000000000000001,-0.5,0.3,2425.342,126.117,114.559,75.41939762959481
169,2019959,13.74,31.19,0.45,3.668,0.018000000000000002,4775,149,2.401,0.01,-0.41,0.3,4053.619,252.748,225.482,73.3152150598962
170,2020280,13.71,71.75,1.41,6.5889999999999995,0.026000000000000002,5164,175,2.78,0.012,-0.25,0.3,3255.988,177.77700000000002,160.747,48.16983007215649
171,2020876,12.39,34.12,1.2,4.004,0.047,4750,144,2.439,0.017,-0.46,0.3,1882.5929999999998,94.351,85.99,50.861311309516815
172,2021216,13.42,185.45,1.26,14.41,0.044000000000000004,4885,146,3.18,0.008,-0.27,0.3,1509.7920000000001,41.966,39.863,11.95203232067227
173,2140446,11.81,57.6,0.56,5.672999999999999,0.012,4665,100,2.662,0.008,0.32,0.15,1194.264,42.72,39.973,32.957722288512954
174,2140982,10.56,34.5,0.58,4.122,0.033,4863,143,2.449,0.011000000000000001,-0.73,0.3,997.877,31.322,29.55,63.01969254596614
175,2141255,12.73,147.82,0.88,12.370999999999999,0.022000000000000002,4913,80,3.083,0.006,-0.17,0.15,1276.225,47.516999999999996,44.341,12.936431846331773
176,2141413,13.96,46.7,0.58,4.861000000000001,0.016,4868,146,2.58,0.01,-0.13,0.3,4616.2,468.661,391.889,71.43411609442181
177,2141436,13.45,111.05,0.67,9.997,0.015,4950,147,2.96,0.008,-0.15,0.3,1992.816,74.192,69.237,19.541080777046762
