     TIC_ID            APOGEE_ID        GAIA_SOURCE_ID   APOGEE_TEFF   APOGEE_TEFF_ERR   APOGEE_LOGG   APOGEE_LOGG_ERR           GAIA_PARALLAX    GAIA_PARALLAX_ERROR        J   J_ERR        H   H_ERR        K   K_ERR              M_H          ALPHA_M   numax_COR   numax_err_COR   dnu_COR   dnu_err_COR   numax_BHM   numax_err_BHM    dnu_BHM   dnu_err_BHM   numax_A2Z   numax_err_A2Z   dnu_A2Z   dnu_err_A2Z  
  141870831   2M06170256-7325312   5265201168380980224      6616.553         156.97163     3.5953805        0.07565027       2.515424942069765    0.01907007600317831    9.109   0.022    8.921   0.024    8.844   0.021      -0.10175155         0.206139       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141867937   2M06160625-7326035   5265201649417307520      4162.064         71.026764     1.5304177       0.055616237      0.3932474566924138    0.02170776315027866     9.49   0.024    8.745    0.04    8.536   0.023      -0.23284155         0.145299       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141974656   2M06224509-7303211   5265216527183626752     4756.2563          84.80741      2.665647        0.06322092      1.5590407922081118   0.027898606679870836    8.393   0.019    7.821   0.047    7.736   0.017      -0.18383154     -0.007720001       53.98            1.11     5.522         0.007       54.05           1.465    5.47712     0.0599447       53.93            2.75       5.5          0.01  
  141945315   2M06223231-7302592   5265216767701787904      4919.113          91.77908     3.5137634        0.05883443      1.3246634056253244   0.024889454106180153   11.148   0.022   10.654   0.022   10.562   0.024       0.17291845    -0.0059980005       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141870673   2M06173799-7312310   5265218928065981056     4726.1646          81.30532      2.460281         0.0344714      1.6077710469016608   0.024277281708160656    8.048   0.024    7.517   0.038    7.335   0.033       0.12929845     0.0008490011       38.15            0.86     4.277         0.009       37.63           1.475    4.25078     0.0440727       54.25            0.17      4.38          0.05  
  141915241   2M06200608-7300157   5265228518732254208     4015.3252          68.99681     1.3222167       0.055815786     0.47842924262774056     0.0226942715801442    8.283   0.026    7.491   0.033     7.27   0.024      -0.37228155         0.212859      104.18            1.86      8.38         0.075     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  141945507   2M06214614-7249250   5265235115802043264     4529.3267           75.4849     2.4137306        0.02709217      0.4110995805735193    0.02122846138147785   10.741   0.022   10.176   0.025   10.013   0.023       0.40897846        -0.012974       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142014345   2M06262464-7248062   5265244392931551616      4769.721          84.13937     2.3968344        0.03708132      0.8365677634290325   0.021572583747579435    9.551   0.023      9.0   0.025    8.864   0.023      -0.06253455      0.038398996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142019674   2M06273471-7252117   5265245007106822272     4459.2046          79.27644     1.8437835        0.06296701      0.3676424234875068   0.020575659024849972   10.019   0.024    9.377   0.023    9.228   0.023      -0.44198155       0.13544899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142019738   2M06282833-7247107   5265246591954892032      4277.042          79.84596     1.7832968       0.057359554      0.2552821747894873    0.01793551914087346   10.828   0.024   10.129   0.025     9.98   0.023      -0.33525154         0.168039       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142049463   2M06303181-7245358   5265247450948420096     4837.3916         82.809166     3.2932765        0.05654862       2.211457510619207   0.018739456560609147    9.495   0.026    8.992   0.026    8.836   0.025       0.31464845     -0.015085001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141974386   2M06234487-7244195   5265259270698161536      4696.947          84.70092      2.492892        0.06534218      0.5289239110095716   0.021055686195821995   10.306   0.023    9.753   0.024    9.626   0.021      -0.36580154         0.182369       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142014194   2M06262324-7236260   5265261813318884352     4620.2466          77.14387     2.4210258       0.030054156      0.8092050187581068    0.02006465016427553    9.543   0.023    8.993   0.025     8.82   0.022       0.29530844       -0.0238188       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142019840   2M06273382-7238586   5265263462586381056      4119.425          70.36497     1.6010329        0.05109065     0.29881311542942923    0.01961371747026937   10.201   0.024    9.489   0.025    9.313   0.025       0.01370545         0.153279       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142106590   2M06352210-7335375   5265278340350931840      4722.469          83.49275     2.3886757        0.03560718      0.9214230993042002   0.022373908188239717    9.179   0.023    8.619   0.029    8.483   0.021      -0.14197154         0.161709       28.36            0.82     3.947         0.022       24.96           2.295    3.84513      0.181226     -9999.0         -9999.0   -9999.0       -9999.0  
  142144357   2M06393386-7320380   5265288201595542144       4703.47          97.14621     2.3314512       0.036886644      0.2738323587499152   0.018838981476741786   11.365   0.023    10.81   0.027   10.668   0.021      -0.28269154         0.165699       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142104445   2M06341386-7333549   5265290778576218368     5251.4136         127.83196      3.575842        0.06491732      1.0417442824312024    0.01776695680119466   11.253   0.021   10.847   0.025   10.767   0.023     -0.100951545         0.045162       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142142640   2M06380608-7318310   5265301013480626176     4597.4917          82.16113     2.4009445       0.030477066      0.4991601395795781   0.022604244637622506   10.471   0.022    9.884   0.026    9.764   0.022       0.10598845         0.073409       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  176872290   2M06425573-7313293   5265313387283847168     4881.1274         106.54604     2.3223524       0.046541374     0.33887897975179954   0.016538841529791244   11.386   0.024   10.789   0.022   10.663    0.02      -0.57404155         0.209979       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  176872353   2M06430189-7308235   5265314860455752320      4959.497          94.02552     3.0874114       0.063178666       0.751881142774399   0.024840553353145008   10.831   0.023   10.299   0.026   10.175   0.021     -0.041885547     0.0070399977       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  176873837   2M06434517-7317274   5265314933472092928      4946.509         91.389275     3.6967921        0.05812624      1.6089888150223244   0.020618769409691897   11.025   0.022   10.559   0.023     10.4   0.021       0.25160846    -0.0010179989       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142149015   2M06403102-7309493   5265325722429860480      4717.624          99.03575     2.4804544       0.059855446      0.5553729055783484    0.02308045273151165    10.45   0.023    9.869   0.025    9.743   0.023      -0.21265155         0.048587       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142144296   2M06392204-7313031   5265328093251778432     4725.0225          79.23593     2.5905008       0.033301454      1.1484080002126513    0.02226885122583983    8.668   0.024    8.118   0.038    7.946   0.023       0.37723845        -0.017708        49.7            0.93     4.496         0.017       49.76           2.785    4.81388     0.0841188     -9999.0         -9999.0   -9999.0       -9999.0  
  176872403   2M06421681-7301050   5265331219988038016     4746.7437           93.9401     2.9022493       0.056685686      0.7247914271558136   0.026740021094832953   11.243   0.023   10.692   0.024   10.536    0.02      0.061435454      0.021058999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  176872420   2M06421866-7259022   5265332147700973440     4480.1826          82.51303     1.9377711       0.069007024      0.2964265367069375   0.025291132428850303   10.427   0.023    9.778   0.022    9.652   0.023       -0.7666116         0.224119       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177243016   2M06454848-7246589   5265341184312237056     4747.7036          89.52704      2.489398        0.07315007       0.742546508078179   0.024111537536401176   10.361   0.024    9.826   0.024    9.703   0.023      -0.74053156         0.229389       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142104600   2M06344515-7317349   5265345135679498624      4269.171          76.25173     1.5030125        0.06304113      0.3835949888077815   0.021837290683172816    9.234   0.024    8.565   0.023    8.374    0.02       -0.6096116      0.101849005       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142144237   2M06384506-7306399   5265353244580243712      4506.958          89.57999     1.9567393       0.060257826      0.2195326791918773   0.025840171242425103   10.567   0.023    9.911   0.025    9.759    0.02      -0.37305155         0.074609       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142149063   2M06401033-7303572   5265377021519227648      4737.223          84.56565     2.6313276        0.06348863      0.8438351988792656   0.024514191637331432    9.723   0.026    9.138   0.025    8.981   0.022      -0.21830155         0.051354       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142149172   2M06410481-7252420   5265383545572747008     4152.8047         72.638306     1.4659559       0.059205323      0.2567552168867634   0.022744272226237084    9.781   0.023    9.003   0.023    8.834   0.025      -0.47473153       0.22005899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142149187   2M06404463-7250574   5265384477582460672      4922.979          92.57781     2.5161893       0.044393715      0.6858588815934182    0.02707050508514789    9.717   0.023    9.171   0.023    9.047   0.023      -0.08501055      0.021106001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  176873551   2M06435712-7247429   5265387153344534016      5037.259          91.02764     2.8916063        0.04884641      1.3906516441684105   0.021764286900212603    8.491   0.023    8.014   0.031    7.871   0.031      0.045477454     -0.010308001     -9999.0         -9999.0   -9999.0       -9999.0       93.13            5.38    7.27874     0.0388029     -9999.0         -9999.0   -9999.0       -9999.0  
  177307093   2M06513026-7249213   5265421483020611200      4967.693        124.083626     3.0718095        0.06926949      0.8473287327450735   0.014216148606079502   11.498   0.022   10.967   0.024   10.905   0.024       -0.6347216         0.163969       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177307119   2M06522148-7247014   5265423127991329024       4949.48          92.62024     2.8194563       0.070622355      1.5622526066484113    0.05990681518078494     8.54   0.018    8.028   0.049     7.93   0.027      -0.41131154         0.080779       70.36            1.36     6.759         0.011       71.83           2.995    6.72831     0.0611666       65.75            4.76      6.72          0.26  
  177308127   2M06531685-7241518   5265424536740600320       4081.93         71.807175     1.5166874       0.056713562     0.24458505465152708   0.023481602053704965   10.329   0.026    9.556   0.022     9.35   0.019      -0.39578155       0.23424901       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177281884   2M06480880-7249022   5265431717925921664     4506.7495          80.86243     2.0023568        0.06459848      0.2935213176637042     0.0226554596364885   10.029   0.022    9.368   0.024    9.253   0.023      -0.49683154         0.109079       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177281950   2M06485265-7242346   5265433440209660032     4988.8145          91.78652     3.2106307         0.0673439       4.225099386412499   0.020008925912439326    7.796   0.023    7.327   0.026    7.211   0.021      -0.19422154     0.0012100004     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0      251.19           19.86     12.25          0.05  
  177282955   2M06503244-7234416   5265443301454357632      5047.532          95.74409     3.1653917        0.07249636      1.7670277976660977    0.02000224775194854    9.624   0.023     9.14   0.025    9.027   0.025      -0.41401154          0.05082       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282922   2M06495670-7232313   5265444057368597632     4826.8794         85.381485     2.4808667       0.039218932      0.9859172282178293   0.019633615623401265    8.845   0.037    8.291   0.034    8.205   0.031      -0.01840055     0.0005970001       44.94            0.92     4.537         0.012       42.45            2.51    4.50905     0.0781461     -9999.0         -9999.0   -9999.0       -9999.0  
  177349343   2M06545803-7240193   5265447527702350208     4770.8965          92.86041     2.3887398       0.038339794      0.5082745825405114    0.02036769781271642    10.44   0.024    9.856   0.022    9.708   0.022      -0.12517154      0.024974998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177307890   2M06535823-7220015   5265470681868660352       4972.71        106.381714      3.006655       0.067738615      0.6581462994269506   0.016612936541896665    11.38   0.023   10.819   0.026   10.714   0.023      -0.39025155      0.048290998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177243139   2M06454663-7236519   5265486766523647232     4311.8022         75.903915     1.6298511       0.060908616      0.2338026702318523    0.02048697600993869   10.233   0.023    9.521   0.024    9.368   0.023      -0.44426155         0.068989       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282148   2M06484305-7227387   5265489614084505344     5099.0083            93.994      2.862722        0.05301162      1.6193763600227389     0.4039612054057575    7.499   0.027    7.059   0.033     6.95   0.024     -0.065342546       -0.0236597       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282876   2M06501916-7228208   5265491679965977472     4548.5674         94.211136     2.5850825        0.05501861      0.5079153151716101   0.013592186609600638   11.301   0.023   10.675   0.025   10.566   0.026      -0.07853555         0.135809       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282805   2M06501262-7220558   5265497005725423232      4719.587          93.78949     2.3858883       0.036127623     0.36392965402535465   0.020149900583855657   11.069   0.023   10.501   0.026   10.369   0.023      -0.02492455      0.016808998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177253076   2M06470641-7225036   5265502915600171392     3994.9631          68.52098     1.3059379       0.055429783     0.19835654798542127   0.026885319418816122   10.375   0.026    9.552   0.022    9.388   0.023      -0.36381155       0.24116899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282218   2M06480315-7221517   5265503495418803072     4358.7607          79.47155      2.035908        0.05631947     0.49691997790763415    0.02374693988921773   10.163   0.024    9.479   0.025    9.348   0.023      -0.18130155         0.142819       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  177282792   2M06492716-7219474   5265508653676497152      4552.245         112.76328      2.162518        0.05887219     0.14377608144980233   0.014354610831244657   11.501   0.023   10.836   0.023   10.742   0.023      -0.48971155         0.210139       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142083066   2M06333841-7254569   5265556203258418432     4324.7827          76.88262     1.7854221       0.062512636       0.362550170110576   0.020639528610514397   10.271   0.024    9.585   0.025    9.429   0.023       -0.5303515         0.216319       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142104859   2M06343258-7252476   5265556684294754944     4501.6777          76.82033     2.4187627       0.026556065     0.46343687327447997    0.02075666321401159   10.855   0.021   10.285   0.025   10.091   0.022       0.41012844      0.012803998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142106096   2M06360802-7247067   5265563247003574272      4943.299          90.99236     2.4778564        0.04595287      1.8894696860355602   0.025651468956445357    7.484   0.027    7.017   0.031    6.866   0.024      -0.25845155         0.023433        40.7            0.91     4.493         0.012       39.45           1.835    4.45223     0.0560709       42.25            2.67      4.25          0.04  
  142081720   2M06314910-7245411   5265575208490576000     4951.8613         104.65364     2.5328999        0.04885944     0.35321598344920163   0.017341029787548135   11.124   0.024   10.628   0.027   10.511   0.023      -0.41326156         0.067289       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142082848   2M06333066-7236464   5265578610104711936      4590.659          76.95462     2.6371903       0.054355744      0.8184903394759704   0.018526335088217435   10.242   0.024    9.668   0.027    9.521   0.021       0.22238845     -0.005612001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142081810   2M06305095-7239078   5265624239837203072     4486.0576            91.679     2.6228201        0.05033665     0.35806091550683333   0.020857528726376612   10.912   0.024   10.343   0.024   10.183   0.023       0.17900845        -0.003091       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142049385   2M06302843-7238368   5265627229134437632     4663.4263          80.42924     2.3367715       0.032638602      0.7230162244619069   0.020744108773706325    9.467   0.023    8.908   0.027    8.738   0.023       0.02959245      0.013664998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142081852   2M06304026-7235172   5265628363005804160       4976.66        116.759094     2.3972242       0.052265033     0.37824652650017804   0.021031372700499373   11.252   0.023   10.785   0.025   10.668   0.023      -0.54675156         0.186689       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  142081975   2M06315244-7225417   5265642175620509952     4660.6494         81.928276     2.7452643        0.06127662       1.502201307372741   0.025732316436291647    9.303   0.023    8.715   0.026    8.604   0.023      -0.15977155         0.136059       82.43            1.61     7.897         0.021       83.73           2.295    7.95101      0.068801     -9999.0         -9999.0   -9999.0       -9999.0  
  141711180   2M06031198-7341161   5265836892262667904      4962.095         100.19336     2.4433463       0.047933266      0.5602072288917157   0.016954248378254183   10.644   0.023   10.112   0.022    9.977   0.019      -0.24533156      0.030872002       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141757344   2M06055039-7335180   5265843381952270464      4641.744          78.41665      2.666409       0.055323012      0.6967042533102119    0.01725844182486072   10.143   0.024    9.555   0.021    9.422   0.021       0.20596845         0.019947       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141768083   2M06072748-7324057   5265850223841284352     4580.4565           75.9412     2.4119768       0.028696083      0.8307800150242056   0.020325187194678136     9.51   0.023    8.886   0.022    8.743   0.023       0.31838846        -0.014649       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141751948   2M06051011-7324542   5265861081518524928     4969.7847          94.89659     3.3667064        0.06340344       1.396063148464373    0.01976522688617352   10.737   0.023   10.262   0.028   10.128   0.023     -0.050956547      0.022195999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141751878   2M06043353-7320501   5265865067248131328     4014.6814          67.84347     1.0687921       0.053469613      0.6151575979358993    0.02234626992944222    8.002   0.019    7.207   0.038    7.031   0.029      -0.21219155      0.038179003        2.52            0.12      0.56         0.009     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  141809006   2M06101629-7322484   5265871286360954752      4601.297         84.170876     2.6715624       0.053247277      0.8218348398458194     0.0243383039242258   10.456   0.024    9.874   0.024    9.701   0.021       0.20927845      0.006106999       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141808912   2M06101099-7316347   5265875753126937984      4857.646          86.52489     2.4610267       0.040708028       0.499768063668426   0.024050367034330482   10.131   0.024    9.595   0.022    9.471    0.02      -0.04750555      0.008986998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141806184   2M06091744-7312554   5265887504157624192     4718.6714         102.90451      2.631138       0.059995733      0.2871976160623442   0.014581740856810592   11.554   0.022    10.97   0.025   10.845   0.021      -0.25990155         0.153849       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141808776   2M06112190-7308163   5265889531381503232     4912.2983         119.56792     2.4027853       0.047916185     0.27555263862721374   0.013391916447116584   11.513   0.021   10.964   0.024   10.883   0.021      -0.27971154         0.110239       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141868514   2M06145989-7249283   5265903064816030464      4783.822         85.846954     2.8120117        0.06416261      1.7771033057961652   0.017065776522735953    8.661   0.023    8.097   0.034    7.969   0.031      -0.21249154      0.041601002       72.59            1.43     7.097         0.012       72.42           1.755    7.09551     0.0411756       73.15            3.31      7.14           0.5  
  141827276   2M06135535-7249589   5265903515794760320     4564.7856          76.30961     2.6876297        0.05397477      1.2103202685010177   0.016153584550307763    9.537   0.024    8.958   0.025    8.812   0.022       0.22514845         0.048363       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141711673   2M06023397-7313062   5265912135789662464     4667.3833          80.58321     2.6518712        0.05845702      0.8222408872791439   0.019661651365086616   10.093   0.023    9.492   0.021    9.367   0.021       0.02387545         0.033565       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141757732   2M06053671-7313191   5265913720637691648      5029.467          94.43513      3.133109       0.070727386       1.779161984013719    0.02511163369604427    9.168   0.019    8.687   0.036    8.572   0.019      -0.33879155      0.024078999     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  141682198   2M06001489-7316236   5265922138773746432     4094.5256           75.9671     1.4930097       0.050306264     0.15087233972625105   0.012127355629230766   11.293   0.024   10.553   0.027    10.34   0.021     -0.042459548         0.178059       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141682252   2M06003632-7313251   5265923135205693184     4823.1514          86.23043      3.058479       0.057203703      0.8599774039847987   0.023916096526740656   10.834   0.022   10.317   0.025   10.164   0.023       0.21560845        -0.020062       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141711826   2M06034024-7304151   5265925914042056192       4998.24          90.79208     2.6110885       0.047471885      0.8619269432212169     0.0243665261265026    8.866   0.026    8.365   0.027    8.266   0.019      -0.05701355         0.015255       50.28            0.98     4.783         0.016       48.04           2.415    4.80965     0.0772246     -9999.0         -9999.0   -9999.0       -9999.0  
  141808585   2M06103648-7255095   5265943162630709632      4338.701          89.92048     1.6919123        0.05761722     0.25806826535008304   0.016883338946642946   11.036   0.024   10.386   0.028   10.248   0.025      -0.40915155         0.183569       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141767673   2M06081104-7258395   5265944193422864128      4718.901          81.74249      2.386583       0.034552466      0.8774093788217137    0.02431996297390392    9.321   0.024    8.766   0.028    8.603   0.023      0.053155452         0.024721       33.43            0.84     4.059         0.018       33.14            1.77    4.07704     0.0619429       31.04            2.59       4.1          0.12  
  141767660   2M06075893-7258016   5265944919279666304     4710.7466         102.90289      2.364152        0.03713833      0.3255530108836681   0.013567760026925916   11.469   0.023   10.901   0.022   10.756   0.023      -0.14068155         0.163299       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141825336   2M06124895-7250073   5265949145527210112      4661.851         108.93247     2.3102155        0.06529839      0.3293008996207323   0.012365351371445558   11.345   0.022   10.787   0.027   10.676   0.025      -0.67377156         0.224099       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141806598   2M06085664-7246310   5265962060486807040      4681.799         79.800514     2.5516868       0.056493696      1.6589772593243808    0.01859406514860226    7.878   0.026    7.318   0.038     7.14   0.027       0.16636845     -0.014871001       38.36            0.85     4.185         0.008       35.72           2.295    4.17159     0.0803843        36.7            2.79      4.15           0.5  
  141868284   2M06155314-7304135   5265974984050516992      4431.348         99.168304     1.3447924       0.080213256     0.08217319232053064   0.011195091735792494   11.439   0.024   10.805   0.025    10.64   0.021       -1.5143615         0.206809       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141870534   2M06164626-7302564   5265975224568740224      4716.442          81.71284     2.4177384        0.03448133      1.6132846744360165   0.019875690139373542    8.088   0.024    7.547   0.044    7.416   0.024      0.048647452      0.027606998     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0       42.33            3.15      4.19          0.07  
  141870358   2M06170001-7252302   5265981134443720064     4684.2393          80.01176     2.4272547       0.032854468      1.1628100859958583   0.019250803426216552    8.724   0.024    8.127   0.036    7.998   0.031       0.14855845     -0.002179999       36.44            0.87     4.216         0.018        35.6           1.755    3.45581      0.101163     -9999.0         -9999.0   -9999.0       -9999.0  
  141915110   2M06194410-7251051   5265984707856672640     4758.0767          86.08295     2.6359615        0.06564696       1.487809776711546   0.021027268370350523    8.989   0.024    8.442   0.031    8.307   0.023      -0.32360154         0.074659       66.18            1.35     6.712         0.012       65.13           1.745    6.72777     0.0510533       64.74            5.81      6.59          0.37  
  141945742   2M06222344-7235442   5265992129560248576       4919.53         90.118614     2.5040774       0.044685535      1.1395655672679341   0.023166802997777434    8.606   0.021    8.107   0.038    7.983   0.023      -0.24210155      0.048596002       33.15             0.9     4.388         0.019       33.01           1.425    4.23051     0.0611943       32.02            3.05      3.36          0.19  
  141868545   2M06160386-7247485   5265996802484331520      4708.277          81.58646      2.599746        0.05887515      0.9630680134231141   0.018899498845730247    9.125    0.03    8.539   0.021    8.392   0.022      0.037015453        -0.010396       46.06            0.96      4.74         0.012       45.11            3.08    4.75502      0.130498       40.38             6.0      4.42          0.17  
  141914885   2M06194460-7237572   5266002609280330624     4860.7124         92.700615     2.9501305       0.071571745      1.2334218027268977   0.020800982690741116   10.198   0.023    9.698   0.023    9.589   0.023      -0.56584156         0.210919       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141914793   2M06201730-7231354   5266007350924240384     4563.9805          87.86198     2.3664355        0.06047942      0.4604326772199429   0.022508166216042156   10.713   0.023   10.112   0.023   10.004   0.023      -0.30339155         0.136359       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
