     TIC_ID            APOGEE_ID        GAIA_SOURCE_ID   APOGEE_TEFF   APOGEE_TEFF_ERR   APOGEE_LOGG   APOGEE_LOGG_ERR           GAIA_PARALLAX    GAIA_PARALLAX_ERROR        J   J_ERR        H   H_ERR        K   K_ERR              M_H          ALPHA_M   numax_COR   numax_err_COR   dnu_COR   dnu_err_COR   numax_BHM   numax_err_BHM    dnu_BHM   dnu_err_BHM   numax_A2Z   numax_err_A2Z   dnu_A2Z   dnu_err_A2Z  
  141093433   2M05192117-7231414   4651309844834276736     4831.1064          85.88053     2.4777029        0.03962748      0.6196450400196182   0.020607007446257517    9.747   0.021    9.207   0.025    9.079   0.021      -0.06144955         0.013067       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141093373   2M05183869-7229529   4651310188431611008     4607.7676          99.48701     1.8048401        0.06974865     0.17631838250794854   0.019494898775275375   11.126   0.023   10.499   0.024   10.363   0.021      -0.86217153         0.214349       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140971310   2M05113690-7259343   4651375987319827456      4218.112          68.92621     1.9421444       0.049977843       0.856056599533097    0.02300680823480504    8.663   0.034    8.009   0.036     7.76    0.04       0.21517844         0.032724       12.86            0.38     1.897         0.005        13.2           0.815    1.89029     0.0910183       12.78            0.81      1.92          0.15  
  140974500   2M05124368-7257471   4651376708874371968     4118.7183          68.54186     1.5501717       0.051939573      0.3691548663678942    0.02039150716436353    9.339   0.024    8.632   0.044    8.396   0.023      -0.01422255      0.084088996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140971732   2M05105346-7240330   4651390762007208448     4628.6973        102.386375     2.4067628       0.056975238     0.36933594969509587   0.017714744175472617   11.027   0.024   10.468   0.024   10.327   0.021      -0.19184154         0.143159       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140971859   2M05120155-7235128   4651414401508418816      4802.643          99.00147     3.2613084        0.05417579       0.876558948436306   0.016187721562905225    11.25   0.021   10.722   0.024   10.638   0.025       0.22598845    -0.0077020004       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140972020   2M05113055-7229141   4651416974177725952       4876.07          88.93311     2.4422665       0.042703584      0.6885080419489576   0.020263559241966187    10.06   0.024     9.52   0.025     9.39   0.023      -0.25516155         0.054459       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141002480   2M05134848-7225430   4651419795987206144     4074.9893          68.80035     1.4095327       0.053678017     0.38624782134095903   0.023975468527110595    8.897   0.024    8.162   0.026    7.972   0.026      -0.17494155          0.04332       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141002480   2M05134848-7225430   4651419795987206144     4082.1833          69.06396     1.4328966        0.05400068     0.38624782134095903   0.023975468527110595    8.897   0.024    8.162   0.026    7.972   0.026      -0.19118156          0.04733       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140973798   2M05131282-7226073   4651419967785887104      4586.352          96.95472      2.560601       0.054721676     0.30197153325593573   0.013708428670454055   11.866   0.024   11.307   0.027   11.173   0.025      -0.05009855         0.070849       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  141002541   2M05141572-7223326   4651421067297344128      4695.217          88.05088     2.8533697       0.059142273      0.7967341037523948    0.02027955921045903   10.755   0.021    10.18   0.022   10.095   0.023      -0.07513755         0.098149       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140973799   2M05123299-7226105   4651422476046772608     5045.7524          92.67242     3.2359924        0.06668248      2.8013208862460783   0.026594352573055802    8.185   0.021    7.709   0.036    7.625   0.023      -0.10152155    -0.0039770007     -9999.0         -9999.0   -9999.0       -9999.0     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  140892225   2M05065086-7235015   4651447245112768640     4521.7324          86.95031      2.254406        0.06280755      0.5333568495554751    0.01934791313002795   10.233   0.024    9.606   0.026    9.458    0.02      -0.46368155         0.157289       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140973523   2M05124789-7215344   4651519404876564736     5016.7417        111.986206     3.1683009        0.06645077       0.748176381502912    0.02163155527920604   11.412   0.021   10.965   0.024   10.833   0.021      -0.32646155         0.063354       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   40183817   2M05080173-7111511   4651636915186162816     4655.0273        108.543335     2.3324642        0.03561427     0.44510200074365713    0.02121401160060402   11.047   0.022   10.482   0.021   10.374   0.023      -0.13990155         0.169929       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   40669144   2M05110628-7110006   4651962641182394624     4505.9976          77.01031      2.225131         0.0570116      1.5058758031506732    0.04606837137663189     7.86   0.023    7.248   0.021    7.108   0.024      -0.03011355      0.018847998       22.59            0.61     3.048         0.005       22.69            0.81    2.94344      0.132449       22.63            2.53      2.56           0.5  
   40184491   2M05075128-7054396   4652027787246822528      5094.093         118.84171     3.3367076        0.06206875      0.8737123431723351   0.026817233577547762   11.188   0.022   10.733   0.024   10.603   0.019     -0.066146545    -0.0019159988       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   40408589   2M05094868-7028459   4652057577139984256     4224.9966          89.93832     1.5998621       0.057961684      0.2911204959555578   0.028046634309006804    9.966   0.024    9.192   0.025    9.051   0.021       -0.5517315         0.167909       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  140634718   2M04475483-7457530   4652230818941177856      5035.004          92.38571      3.619783        0.06658418       2.914659056875839     0.6016179847308664   10.662   0.022   10.241   0.026   10.113   0.023     -0.106471546       -0.0425447       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294785737   2M04465189-7141457   4653249379025171712     4204.1963          71.45397      1.701149        0.05522777      0.4090251139394081   0.020199448995020578    9.667   0.022    8.941   0.024    8.765   0.024      -0.17043155         0.159079       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33835222   2M04163386-7235001   4653479696646163328     4012.6648          71.28813     1.2471671        0.06078619     0.36199379730728654   0.019243404645757235    8.686   0.035    7.898   0.053    7.696   0.026      -0.69368154         0.231169       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33839586   2M04192332-7212542   4653584665647607296      4708.377           94.9957     2.4530976        0.06309059      0.3901595826911599   0.019020009998819185   11.182   0.024   10.626   0.026   10.444   0.023      -0.35611156         0.087569       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33766249   2M04103801-7244133   4653641256135822592      4843.277          99.21792     2.4381833       0.043085348      0.2863881210716108   0.011373617142446895    11.56   0.022   11.089   0.022   10.903   0.021      -0.37922156       0.20764899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33770209   2M04105994-7229334   4653668950084847744     4577.1626          81.53213     2.4054134       0.063556045       0.593730556037058   0.019498180638597165   10.746   0.024   10.085   0.024    9.992   0.021      -0.37549156         0.215739       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33766011   2M04101545-7206566   4653694857327501568       4676.16          85.88987      2.390843       0.034097053      0.5064089901337132   0.016330239657266918   10.691   0.023   10.139   0.022    9.977   0.021      -0.10080155         0.154539       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33732271   2M04044629-7234418   4653699770770224256      4606.948           84.1777     2.3637178        0.06790297      0.6051706743200249    0.02762757731739666   10.635   0.026   10.028   0.022    9.893   0.019      -0.59739155         0.185959       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   33736713   2M04083030-7209357   4653740242245846528      4925.151          94.16753     2.3553681       0.047507074     0.38071721135268616   0.017603294651586218   10.774   0.023   10.263   0.024   10.146   0.019       -0.6527215         0.232459       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   25080787   2M04044662-7152496   4653762339853627520      -9999.99           -999.99      -9999.99           -999.99      2.0140176768572124    0.03111727683867431     9.54   0.025     9.49   0.024    9.465   0.022         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   29760745   2M04182866-7141396   4653813020468215936      4923.258        117.216125     3.0275092       0.068427116      0.6071128096196633   0.014234889150747358   11.977   0.027   11.475   0.025   11.356   0.029      -0.58777153         0.215669       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   25133152   2M04101057-7149014   4653840027222682624      4778.655          84.60788      2.438754       0.037567884      1.1368089380299968   0.020255362351723257    8.792   0.025    8.262   0.021    8.109    0.02      -0.08748755         0.023089       33.29            0.86     4.191         0.019        33.5           1.375     4.0965     0.0731159       33.66            4.19      3.17          0.12  
   25118081   2M04071210-7134175   4653858856359264640      4917.418         90.381775     2.4596112        0.04479564      0.9499478516933313   0.030012288814518187    9.017   0.021    8.487   0.023    8.385   0.021      -0.27748156      0.012437999     -9999.0         -9999.0   -9999.0       -9999.0       38.79            2.37     4.4839     0.0809103       37.75            4.52      4.52          0.61  
   25133249   2M04092232-7126388   4653889745764060544     4828.2837          91.70554     3.0789156       0.059747346      0.8641278645567866      0.035988018324345   10.092    0.02    9.607   0.021    9.446   0.015       0.01078545    -0.0021990016       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30400332   2M04571194-7120545   4654539419713126528      5463.695         127.90684     3.2131863       0.085601464      1.0508843925405698   0.021439274805931052   10.347    0.02    9.969   0.024    9.917   0.025      -0.39792156          0.03006       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30035351   2M04521129-7148341   4654545982424676224     4326.1445          77.05656     1.8469939        0.06283095      0.4251290149919612   0.019232275116138592    9.874   0.023    9.203   0.024    9.068   0.025      -0.54818153         0.253479       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30536965   2M05005481-7129233   4654615900178090496     4919.7593          99.82459      3.047533       0.064922735       1.311044324071278   0.019645108809921145   10.007   0.022    9.486   0.026    9.406   0.023      -0.24540155         0.032096       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30535833   2M04594625-7126334   4654616896610502912      4934.037         118.04599      2.344806        0.05034071      0.4770462051891323    0.02151466772462058   10.622   0.023   10.103   0.025   10.006   0.023      -0.56698155         0.206319       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30537085   2M05003613-7123124   4654618030481868416     4822.8003         108.62577     2.2439728       0.044895343     0.36093731474603385     0.0206281613830075   10.587   0.022    10.07   0.025     9.95   0.022      -0.73349154       0.22687899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30537309   2M05010315-7112551   4654627479410138368     4623.2383          82.31952      2.329971        0.06347506        0.65603641231373   0.022373429662905002     9.77   0.025    9.189   0.027     9.02   0.022      -0.32880154         0.069279       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30401907   2M04585759-7109439   4654638891153611392     4694.8228          81.40482     2.4590151       0.033836298      1.0285732840333894   0.022122713549987637    8.941   0.024     8.36   0.026    8.211   0.022       0.01471245      0.039989002       33.74             0.8     3.916         0.015        32.7           1.385    3.97546      0.162303     -9999.0         -9999.0   -9999.0       -9999.0  
   30535375   2M04591609-7108081   4654639200391266176     4905.8594         118.41334     2.9823742        0.06274797      0.6617272643389706   0.013984337015174476   11.495   0.021   10.968   0.025   10.883   0.025      -0.32964155         0.088779       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30402179   2M04581924-7059151   4654644869747919232      4828.788         116.04873     2.3635433        0.07293301     0.25644204162568024    0.02257179553098726   11.174   0.021   10.605   0.024    10.52   0.022      -0.90665156         0.035839       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30537432   2M05011482-7107478   4654651634306208896     4554.2676          76.47732     2.3745785       0.028534127       1.153870493956459   0.019189079954847976    8.801   0.029    8.197   0.044    8.052   0.018       0.17409845         0.039215       27.81            0.78     3.791         0.016       27.68            2.49    3.76329      0.042636       96.51            0.01      7.79          0.06  
   30402249   2M04582789-7056465   4654668474890485760     4777.6445          96.57972      3.005343       0.062326062      1.5804808322630948   0.022577296170412306     9.75   0.023    9.204   0.025     9.09   0.022      -0.24787155      0.113998994       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30402564   2M04583373-7046024   4654672288821001344      4517.336          92.53434     1.5769676        0.07238001     0.23302707389058622   0.025833804173868023   10.443   0.023    9.802   0.025    9.676   0.023       -1.0064615         0.253909       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30192482   2M04543120-7019187   4654746673346655744      4770.924          85.80431      2.377774       0.038075555      0.6192605678827442   0.024587799644322488    9.901   0.024    9.341   0.025    9.242   0.021      -0.24988154         0.132689       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30192482   2M04543120-7019187   4654746673346655744     4802.7476          93.54647      2.386331       0.040154275      0.6192605678827442   0.024587799644322488    9.901   0.024    9.341   0.025    9.242   0.021      -0.24168155         0.138679       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30192493   2M04551567-7019337   4654746780738686976      4844.018         121.84301      2.988097       0.058738686      0.7880317042481669   0.023100743441552055   11.288   0.024   10.787   0.024   10.689   0.021      -0.21461155         0.099759       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294750024   2M04440003-7028315   4654870372712059392      4285.199          73.45947     1.6809343        0.05679593      0.6036864351572488   0.030410186285296417    8.621   0.023    7.934   0.038    7.756   0.023      -0.20559154         0.119709       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  370116197   2M04411317-7015499   4654890949891484672     4527.8237          81.40378     2.1873293        0.06498248     0.47398246916937514   0.025250035759484014   10.703   0.022   10.102   0.023    9.939   0.019       -0.5009015         0.219599       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294750246   2M04444351-7016050   4654967164095579904     4416.2144          82.14065     1.6958141        0.07057058      0.5001086591464396   0.022870372997674027    9.325   0.023    8.574   0.026    8.432    0.02      -0.90537155         0.234309       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294750347   2M04443734-7010266   4654976647383707136      4622.671         82.436066     2.5441728        0.06373082      1.0545202567202157   0.020653485266550267    9.667   0.025    9.065   0.023    8.896   0.021      -0.34447154         0.229169       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294751033   2M04434821-6937207   4655026537724534912     4452.4395          76.73319      2.122062       0.058118355      0.9528421268871291   0.020903896077852133    8.517   0.021    7.837   0.016    7.684    0.02      -0.14804155         0.036817       15.79            0.45     2.196         0.008       14.86           0.985    2.22476      0.176785     -9999.0         -9999.0   -9999.0       -9999.0  
   31016064   2M05051047-7041149   4655042098375085312      5022.775         118.14932     2.4293497       0.054950807      0.3945731877523373    0.02233655725647254   10.567   0.023   10.107   0.027    9.982   0.028      -0.55649155         0.224979       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30323481   2M04573549-7018407   4655110336815474560      4885.376          90.20477      2.360493       0.043767475      0.5233663809915649   0.020354079226383284   10.272   0.024    9.717   0.024    9.643   0.021      -0.36328155         0.069769       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30323481   2M04573549-7018407   4655110336815474560      4908.707         107.35451     2.4107666        0.04684506      0.5233663809915649   0.020354079226383284   10.272   0.024    9.717   0.024    9.643   0.021      -0.36111155         0.058725       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30533103   2M04594309-7006390   4655139134613720320      5026.509          89.63776      3.562973       0.061882835      3.8195721512194294   0.022568001252852764    8.454   0.023    7.976   0.026    7.917   0.023       0.16047846        -0.016137        5.25            0.19     0.958         0.002     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
   30533103   2M04594309-7006390   4655139134613720320     5017.7114          89.28791     3.5788398        0.06158802      3.8195721512194294   0.022568001252852764    8.454   0.023    7.976   0.026    7.917   0.023       0.16983846       -0.0403077        5.25            0.19     0.958         0.002     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
   30532226   2M04591653-6949088   4655152500553182080     4808.3887           87.3852     2.6186202        0.06618935       1.231017150377656    0.02501052658338369    8.653   0.021    8.111   0.042    7.948    0.02      -0.30540153         0.046737       41.61            0.92     4.532         0.009       42.01            1.88     4.4744     0.0726677        41.8            1.93      4.43          0.67  
   30532226   2M04591653-6949088   4655152500553182080      4800.086         87.198685      2.654953        0.06615822       1.231017150377656    0.02501052658338369    8.653   0.021    8.111   0.042    7.948    0.02      -0.31174156         0.039985       41.61            0.92     4.532         0.009       42.01            1.88     4.4744     0.0726677        41.8            1.93      4.43          0.67  
   30321938   2M04575345-6941567   4655165900853816832     5020.7295         103.29175      3.352511        0.06016453      0.8251588276630947   0.023527477315060878   11.312   0.022   10.788   0.025   10.733   0.023       0.09717345     -0.017496001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   31189508   2M05061955-6956053   4655177922421213696      4975.663         92.203255     2.5011864       0.047741577      0.8441887260957176    0.06612636162608425    9.157   0.022    8.651   0.025     8.56    0.02      -0.28151155      0.042434998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30939939   2M05035763-6926282   4655228774831364736      4983.366          93.98464      3.050125        0.07185168      0.8412124854694419   0.020371556606049057   10.758   0.022    10.28   0.026   10.198   0.025      -0.44309154      0.047391996       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30407224   2M04581368-6907597   4655298529465791232      4956.752          93.46349     2.4012725           0.04801     0.34356478370616966   0.019368272702078502   11.259   0.022    10.77   0.024   10.651   0.023      -0.47597155         0.155699       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30408512   2M04585635-6848046   4655313063639886976      4097.384          69.98694       1.40325        0.05542348      0.4929789595332828   0.025907969004571117    8.235   0.023    7.462   0.026    7.232   0.029      -0.27541155         0.065477       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30032653   2M04520603-6953561   4655322065836393600      4842.709          88.57102     2.3811858        0.04157234      0.5987567344008581   0.023257043826821814   10.029   0.023     9.49   0.022    9.421   0.021      -0.32459155         0.082169       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30038734   2M04531726-6952043   4655325085178009088      5478.582         125.97998     2.4188993        0.09320109      0.4276451953788227   0.028736802098979653   11.224   0.021   10.872   0.024    10.74   0.023       -1.0852616       0.37484902       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30031439   2M04522418-6924142   4655376216791211264      -9999.99           -999.99      -9999.99           -999.99      3.4737006378757274   0.058027333366449246    7.976   0.023     7.95   0.044    7.884   0.026         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30031439   2M04522418-6924142   4655376216791211264     7653.0063         213.63455     3.4397593        0.06432057      3.4737006378757274   0.058027333366449246    7.976   0.023     7.95   0.044    7.884   0.026         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294671024   2M04432627-6916161   4655411229366446976     5218.5903           96.9519     3.6513896         0.0674575      1.4937697726680477     0.0267051021883585     10.1   0.024    9.682   0.025    9.593   0.021       0.02381545       -0.0385668       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  294869729   2M04471179-6859084   4655447027900441984     4913.6714          90.12377     3.6019552        0.06028858      1.7898544381920933    0.02283131554309431   10.352   0.023    9.874   0.022    9.753   0.023       0.10377845     -0.008362001       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30189492   2M04551335-6915216   4655458778920402048     4587.9116         79.970406     2.3839822       0.060132008      0.8438348780232586    0.02611560442772496    9.435   0.023    8.839   0.024    8.697   0.023      -0.15909155      0.046880998       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30189492   2M04551335-6915216   4655458778920402048      4577.592          79.78054     2.4000678        0.06009497      0.8438348780232586    0.02611560442772496    9.435   0.023    8.839   0.024    8.697   0.023      -0.16565154         0.051753       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   29985197   2M04512929-6858252   4655480803521834368     5034.2725         91.191345     3.4861567        0.06440055      1.4313407029387264    0.02802136790484227   10.415   0.023    9.947   0.025    9.829   0.022       0.01815545     0.0058539994       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   30105206   2M04533232-6901174   4655481872987998464     4070.8232          69.19129     1.3871092        0.05458561        0.51194263711403    0.02162241904672889    8.129   0.021    7.332   0.027    7.159    0.02      -0.24124154         0.042393        3.58            0.14     0.676         0.004     -9999.0         -9999.0    -9999.0       -9999.0     -9999.0         -9999.0   -9999.0       -9999.0  
  294986138   2M04500957-6811093   4655589659498386944       4772.68          88.51136     2.2702987       0.039702665      0.5513836672856176    0.03637560723215902   10.039   0.023    9.483   0.021    9.379   0.021      -0.54735154       0.22854899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  370115759   2M04403143-6952100   4655746683470929536     4398.3584          74.67484      2.144656       0.055780265       0.677510765838033   0.024873541319368867    9.748   0.024    9.073   0.022    8.889   0.021      -0.04089055       0.11243901       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389440520   2M05433643-7004142   4657196286524681344     6871.6855         169.65187      3.660619       0.071722016      2.8130567999541816    0.03540564997290207    9.023    0.02    8.941   0.022    8.887   0.023        -0.049048       0.27535498       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389326796   2M05425909-6958288   4657208862193561344      4328.974          88.14951     2.0636334       0.049757093      0.2784719125193272   0.028325776379561622   11.041   0.021   10.399   0.025   10.258   0.023       0.08973845      0.105449006       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  277176866   2M05361507-7004514   4657241813191759488     5106.2383          92.59591      3.679676         0.0641236      2.5120269560849255   0.024296519950349465    9.796   0.022    9.374   0.025    9.253   0.021       0.10462845        -0.008396       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  276937696   2M05341147-6957388   4657247100222837248      4904.329         121.27375     2.6372972       0.047698468     0.48998250030772367   0.017117095157101643   11.435   0.033   10.926   0.043   10.806    0.03      -0.27731153         0.072169       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  276936316   2M05344778-6945341   4657272835666873472     4911.3486          92.12384      3.118635        0.06996056      1.1681734396992765     0.0275712675155409   10.865   0.024   10.357   0.024    10.29   0.023      -0.42083156         0.133809       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
   31415567   2M05553652-7030497   4657306443802512768     7997.8364         308.51575      -9999.99           -999.99      0.7669042641397623    0.02039206227173823   11.859   0.023   11.829   0.024   11.783   0.023         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  389861888   2M05493291-6856524   4657558983576909312      4985.924         100.71605     2.3888028        0.05104654      0.4545298927334826   0.020953734516215277   10.607   0.022   10.118   0.024   10.027   0.023       -0.5959715         0.188589       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  277108765   2M05362946-6901345   4657693364515843200      4890.811          92.39162     2.8419652        0.07273349      0.8497573345425352   0.027109882824433662   10.457   0.022    9.969   0.023    9.864   0.023      -0.57932156       0.21770899       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
  277026019   2M05355436-6859079   4657696628691090560      -9999.99           -999.99      -9999.99           -999.99    -0.06499518934490447   0.024438662595958442   12.503   0.022   12.355   0.025   12.177   0.025         -9999.99         -9999.99       1e+20           1e+20     1e+20         1e+20       1e+20           1e+20      1e+20         1e+20       1e+20           1e+20     1e+20         1e+20  
